x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,treatment,outcome,y0,y1,ite
-0.3342761176775427,-0.10921463864116515,0.5279541951570308,0.4466104750697732,-0.30993404669460345,-0.3342761176775427,-0.10921463864116515,-0.45022516889074815,0.604177684830072,0.7347056468703996,0.0,-0.6223532284081609,-0.6223532284081609,-0.11348591109878538,0.5088673173093755
0.08871783217982172,1.0080385612512146,-1.8941037104602747,-2.2390876520389984,-0.30993404669460345,0.08871783217982172,1.0080385612512146,-0.45022516889074815,0.604177684830072,0.7347056468703996,0.0,0.9903980225852616,0.9903980225852616,1.2181139985766039,0.2277159759913423
-0.4752741009633308,-0.6678412385873551,0.5279541951570308,0.4466104750697732,-0.30993404669460345,-0.4752741009633308,-0.6678412385873551,-0.45022516889074815,0.604177684830072,0.7347056468703996,0.0,0.14692136553128876,0.14692136553128876,0.3582379588085089,0.21131659327722013
-1.0392660341064832,-0.6678412385873551,0.5279541951570308,0.4466104750697732,-0.30993404669460345,-1.0392660341064832,-0.6678412385873551,-0.45022516889074815,0.604177684830072,0.7347056468703996,0.0,-1.316617759995315,-1.316617759995315,-0.6769838240027877,0.6396339359925274
2.7676795146097963,0.44941196130502464,0.5279541951570308,0.4466104750697732,-0.30993404669460345,2.7676795146097963,0.44941196130502464,-0.45022516889074815,0.604177684830072,0.7347056468703996,0.0,2.0530778782017065,2.0530778782017065,1.4023846462958114,-0.6506932319058951
-1.0392660341064832,-0.6678412385873551,0.5279541951570308,0.4466104750697732,-0.30993404669460345,-1.0392660341064832,-0.6678412385873551,-0.45022516889074815,0.604177684830072,0.7347056468703996,0.0,-1.0250024176415058,-1.0250024176415058,-0.5609409395242031,0.4640614781173027
-0.19327813439175448,-1.226467838533545,0.5279541951570308,-2.2390876520389984,-0.30993404669460345,-0.19327813439175448,-1.226467838533545,-0.45022516889074815,0.604177684830072,0.7347056468703996,0.0,-0.3533762970376014,-0.3533762970376014,-0.3783447710654792,-0.02496847402787783
1.2167016984661267,0.44941196130502464,0.5279541951570308,0.4466104750697732,-0.30993404669460345,1.2167016984661267,0.44941196130502464,2.221110833194358,0.604177684830072,0.7347056468703996,0.0,-1.0200108492599007,-1.0200108492599007,-0.6330367083453472,0.3869741409145535
-0.19327813439175448,-3.460974238318305,0.5279541951570308,-2.2390876520389984,3.226492896359205,-0.19327813439175448,-3.460974238318305,-0.45022516889074815,0.604177684830072,0.7347056468703996,0.0,1.0079322727040008,1.0079322727040008,1.647276276847374,0.6393440041433733
1.498697665037703,-0.10921463864116515,0.5279541951570308,0.4466104750697732,-0.30993404669460345,1.498697665037703,-0.10921463864116515,-0.45022516889074815,0.604177684830072,0.7347056468703996,0.0,0.8749548050984434,0.8749548050984434,0.9142902100696505,0.03933540497120713
-0.616272084249119,2.125291761143594,-1.8941037104602747,0.4466104750697732,-0.30993404669460345,-0.616272084249119,2.125291761143594,-0.45022516889074815,0.604177684830072,0.7347056468703996,0.0,-1.394701743276828,-1.394701743276828,-1.1493652215338248,0.24533652174300324
0.370713798751398,-0.6678412385873551,0.5279541951570308,0.4466104750697732,-0.30993404669460345,0.370713798751398,-0.6678412385873551,-0.45022516889074815,0.604177684830072,0.7347056468703996,0.0,0.5284818557751195,0.5284818557751195,1.5133298046541641,0.9848479488790446
0.22971581546560982,-1.785094438479735,0.5279541951570308,0.4466104750697732,-0.30993404669460345,0.22971581546560982,-1.785094438479735,2.221110833194358,0.604177684830072,0.7347056468703996,0.0,0.10041434107870363,0.10041434107870363,0.5855398111692055,0.4851254700905019
-0.8982680508206952,0.44941196130502464,0.5279541951570308,-2.2390876520389984,-0.30993404669460345,-0.8982680508206952,0.44941196130502464,-0.45022516889074815,0.604177684830072,0.7347056468703996,0.0,-1.0852899890652843,-1.0852899890652843,-0.36067196297647,0.7246180260888143
-0.7572700675349071,-1.226467838533545,0.5279541951570308,0.4466104750697732,-0.30993404669460345,-0.7572700675349071,-1.226467838533545,-0.45022516889074815,0.604177684830072,0.7347056468703996,0.0,0.06522364172098544,0.06522364172098544,1.0259520305247807,0.9607283888037952
1.2167016984661267,1.0080385612512146,-1.8941037104602747,0.4466104750697732,-0.30993404669460345,1.2167016984661267,1.0080385612512146,-0.45022516889074815,0.604177684830072,0.7347056468703996,0.0,-1.274751650990472,-1.274751650990472,1.1763719315214223,2.451123582511894
